Ya bi thuxa ra zi animä ma dä tʼagi.	Ya se llevaron el cadáver para ir a sepultarlo.
Ndu ra animä ya pe̱ʼtsi hñunje̱ya bi hñäkʼajuä.	El finado hace tres años que falleció.
Tʼenä ge rá animä ya.	Arado animä tso̱ni ha rá ñäni Ajuä.
Nu ya kue̱se̱ jäʼi tsi ra anjenjo ntho̱tsʼe, gehni hñäkua ra kue̱.	Las personas enojonas toman ajenjo hervido para que se les quite lo enojonas.
Ha ra ngo go dí ansei, ha ʼnañʼo toʼo xe̱mbi ya jäʼi.	En la fiesta yo saco el pulque, pero otros son los que lo reparten a las personas.
Nu ya ya mohi ga antiua mäʼme̱tʼo xi mi tse̱ti.	Los platos antiguos duraban mucho.
Tʼenä ge nu ya jäʼi ga ue̱mä geʼu̱ ya antiua bi ʼbu̱i mäyabʼu̱.	Dicen que la gente antigua era gigante.
Ho̱nse̱ dá ʼbai ha rá ähä ya o̱ni dá mihi ʼna ra aʼni ha mä ua.	Nada más me paré en donde duermen las gallinas y se me pegó una pulga de gallina en el pie.
Tʼena ra apio, xi ra nzaki pa dä tsʼi, ha tʼena ge ra ñʼéthi.	El apio tiene muchas substancias nutritivas y es medicinal, según dicen.
Arado (Árádo) s.	Cetus (constelación) Ra Arado geʼu̱ ʼra ya tso̱ di te̱ntho ha di neki ngu rá tʼabi ra ntʼe̱i.
Ra dä ʼMonda di tsuni ge hinto dä hñä ya arhmä, ngu ra nzafi ʼne ra juai.	El gobierno de México prohibe que se cargue armas, como escopeta o cuchillo.
Nuga nzäntho dí aspi pa hinga hñäspi.	Yo siempre cubro con ceniza las brasas para no ir a traer lumbre.
Mä tʼu̱ bí mpe̱fi asta yabu̱.	Mi hijo está trabajando hasta lejos.
Ga zi nze̱njuathohu̱, asta rí xudi.	Nos vemos.
Asta xi ra.	Xuua mi e̱ntsʼate.
Asta gí honi hänja gra napʼi.	Hasta buscas la forma para que te pegue.
Ra jäʼi mäyaʼbu̱ mi hoki ya ata ga do, pa ha mi o̱tʼeni ya so̱cämbeni.	La gente antigua hacía altares de piedras y allí realizaban su adoración.
ʼNara zi däkʼei bi thogi ha ra ata bi mänga ʼra ya noya gä tsʼofo.	Un anciano pasó al púlpito y dio unas palabras de consejo.
Ya ʼuada dí atʼi yoʼki ra pa, hin dí no̱ge.	Raspo los magueyes dos veces al día, no los medio.
ʼBu̱ käi ra dehe atʼi rá hai ra huähi.	Cada que bajan avenidas de aguas escarban la tierra de la milpa.
Atʼi ya manza ga hñuni pa ya ga ñuñhu̱.	Sirve los platos de comida para que ya comamos.
Tʼenä ge.	Nju̱nthe ʼbe̱fi ndunthi ya atʼi.
Ogi atsʼi ko ri hmafi ra bätsi ähä, rí ma thi.	No despiertes con tus gritos al niño, que está dormido; vete afuera.
Ra avio di hñatsʼi ha ra ndähi ʼne ʼrabu̱ tagi.	El avión vuela en el espacio y a veces se cae.
Nu ya ya zi zuʼue ga avio di ho dä hñatsʼi ha ʼyo ra dehe o ha potho.	A las libélulas les gusta volar en donde corre el agua o está encharcada nada más.
Ra doro di nkue̱; hänge axhai.	El toro está enojado; por eso avienta tierra.
Enä ge nuʼu̱ ya jäʼi di ʼñupi ha ra mixa xa ayunä.	Dicen que la gente que toma la hostia en la misa ha ayunado.
Rʼa ya jäʼi o̱tʼe ya ayunä ha ra tʼo̱ho̱ ʼne o̱tʼa ʼna ra sadi.	Algunas personas hacen sus ayunos en el cerro y hacen una petición.
Nuua ʼbu̱i ya aʼyo, ngeʼä ha ähä ua ra tsatʼyo.	Aquí hay pulgas de perro, porque aquí duerme el perro.
Tatʼa xui dí aʼthä, ngeʼä dí aki ʼna ra be.	Noche a noche me desvelo porque espío a un ladrón.
Ixo, uá aʼtsi ha ra po̱the ʼna xano ra dehe pa ga tsihu̱.	Hijo, ve a sacar un jarro de agua del manantial para que tomemos.
Ra bätsi ya aʼtsi se̱he̱ ra tu̱hu̱ ha ra manza.	El niño ya cucharea solo la sopa del plato.
Mä ga aʼtsi ra ju̱the pa dä ʼño xá ñho ra dehe.	Voy a desenzolvar el caño para que corra bien el agua.
Yá gu̱xatʼaʼtsi mä dada aʼtsi ra hai ñani ngu ñani ha ra huähi.	Los formadores de bordos de papá, palean tierra de un lado a otro en la milpa.
Ya xithe̱ nuʼu̱ ʼba ha ya paxithe̱ ya ädiza.	Las tablas que venden en las madererías son de maderas ásperas.
ʼBu̱ ga nxaha dí ʼñestʼe ha mä ndoʼyo ko ʼna ra ädo.	Cada vez que me baño me restrego el cuerpo con una piedra áspera.
Ya meyaʼbu̱ mi ägi ya bojä ha ra hai.	Los antiguos ocultaban el dinero debajo de la tierra.
Dí ähä ʼnihi, ngeʼä dí pa ʼnihi ha mä ʼbe̱fi.	Me duermo temprano, porque voy temprano a mi trabajo.
Ha mä ähä ʼbu̱i ya a ga tsatʼyo.	Hay pulgas de perro en mi dormitorio.
Nuni ha rá ua ra ʼbintʼo jani ʼna ra äjua.	Allí al pie del granjeno hay un echadero de conejo.
Ra bätsi dí äkuí ra doʼtfi pa hinda zi.	Le escondo el azúcar al niño, para que no se la coma.
Ra ndähi äni ya dänga ʼbai ga za.	El aire mueve los árboles grandes.
Änte gi ma, nda.	Xuua, tsi ʼna ra zi dehe.
Ante rá ngo ra skuela ya dí muntsʼi ra bojä.	Antes de la clausura de clases colecto el dinero.
Yoho ya jäʼi bi ʼmai ante ra nzaya pa bi hñanthyä.	Pararon a dos personas ante el juez; las carearon.
Dí äntʼi ra tʼei pa hinda zätʼi ha rá ua ra tsʼe.	Meneo el atole para que no se queme en el fondo de la olla.
Ra ntʼoza dí ästʼi pa dä ʼñofo xá ñho.	Afilo el lápiz para que escriba bien.
Dí ästʼi ʼna ra xithe̱ pa dä kongi.	Estoy labrando una tabla para que se alise.
Ra xithe̱ dá tai xa ʼñädi hänge dí ästʼi ko ra thukza.	La tabla que compré está áspera, por eso la estoy cepillando con la garlopa.
Ya dí ästʼi ya ʼbai ga hoga de̱jä pa sta ʼñepu̱ ra panthi da ʼroho.	Ya estoy podando las matas de higo para que cuando venga el viento solano, retoñen.
Mä dada he̱ki ya ʼye̱za ha nuga dí ästʼi yá ʼbini ko ʼna ra manjuai.	Mi papá le corta las ramas a los árboles y yo les corto las espinas con un machete.
Dí ästʼi ʼna ra tsʼu̱tʼo pa rá mfoʼtsi ra xifri ʼmosei.	Estoy adelgazando una vara para hacer la clavija del cuero.
Dá ätʼi tsʼu̱ ra kʼamädäju̱ ko ya xätʼä.	Preparé un revoltijo de habas verdes con nopales.
Ho̱nse̱ dá ätʼi mä ntsu̱ʼbe ko ra ntʼe̱ngä bo̱shnä, nuʼä bi mafi.	Nada más le apunté con la pistola a mi enemigo, y hasta gritaba.
Ra xito mi ja mädenthebe ra yabu̱ dá ätʼi ko ra ñoho ra ntʼe̱i.	Al segundo tiro le atiné a la botella que estaba a cincuenta metros de distancia.
ʼBu̱i ya jäʼi ja ya hoga ntʼätʼi.	Hay personas que tienen buena puntería.
Ha ra paxithe̱ dá tai ku̱tʼa ya xithe̱, ʼne dá xipi da ñʼätsi ʼbesʼtho.	Compré cinco tablas en la maderería, y les dije que las cepillaran luego.
Mä ntʼoza dí äʼtsi pa ofo xá ñho ha ra he̱ʼmi.	Le saco punta a mi lápiz para que escriba bien en el papel.
Dá äʼtsi ʼna ra tsʼu̱tʼo ga meza pa ʼna ra thetʼi.	Adelgacé una vara resistente para un malacate.
Ra.	Xuua tse̱ki ya ʼye̱ʼthi, ha nuga dí ätsi yá ʼbini.
Tatʼa je̱ya dí äʼtsi ya ʼbai ga hoga de̱jä ha ya ʼbai ga ixi pa xi dä no̱ge ya pe̱ni.	Año por año podo las matas de higuera y las de durazno, para que produzcan fruta abundante.
Mäthoni ra ʼmu̱ni ʼne ra ʼmu̱ʼti pa ga ätsi ya do.	Son necesarios el martillo y el cincel para labrar la piedra.
Ra.	Xuua äxi ya de̱ti ha äxi xá ñho.
Nuni tai ʼbu̱i toʼo äxi ya jäʼi.	En el centro hay quien le corta el pelo a la gente.
Ya bo̱jä hätsʼi ya so̱tʼändäpo ʼMonda, äxi ra me alfafa, äxi ga so̱tʼe o ga boja̱.	Los camiones forrajistas que transportan alfalfa a México, le roban al dueño de la alfalfa, le roban en pacas, o en dinero.
Ra.	Beto bí äxʼyo ha ya huähi ha ʼna ra xuditʼähi.
Mä ʼñe̱i ra äʼye̱, ngeʼä dá ätʼi ra thandi ga xito ko ʼna ra do.	Mi mano derecha es acertante porque le di al blanco, que era una botella, con una piedra.
Mä tʼu̱, xi ra äʼye̱ ko ra ntʼe̱ngä bo̱shnä nuʼbu̱ di nkʼahni.	Mi hijo es un buen tirador cuando tira con la pistola.
Indica el imperativo, de acción én otro sitio.	Xuua, bá handi ʼbu̱ ya ba hñui ra o̱ni.
ʼBu̱ ʼra ya badu ya mbängi, ne ʼra ya maxo.	Hay unos patos silvestres y otros domésticos.
Ra baga bi nestʼihi, ngeʼä tsa ʼna ra tsateginuʼe.	La vaca se echó a correr porque le está picando un tábano.
Ra bagre hingi ʼyo habu̱ xa hñe ra dehe, hange tsa dra ju̱ ko ra xitʼä.	El bagre anda donde no tiene mucha profundidad el agua, y se puede agarrar con la red.
Ra bagre ʼyo ha ya do o xa nthiʼtsa ha ya ʼye̱stʼä.	La araña bagre anda en las piedras o está oculta en las pencas de los nopales.
ʼBu̱ gi hñoka tʼei mäthoni hingi tsaya gi äni pa hinda baha.	Si haces atole necesitas moverlo constantemente para que no se pegue.
Nuʼä mä mboʼni dá pa himbi jutki ngu rá balo.	No me pagaron el valor del animal que vendí.
Nuni ra ʼño̱ho̱ bi me̱ʼtsa rá valo bi heke nuyu̱ ya ñʼo̱ho̱ mi tuhni.	Aquel hombre tuvo el bayoʼme atrevimiento de separar a aquellos dos hombres que estaban peleando.
Ra daʼthi ya ja rá valo dä ʼño.	El enfermo ya tiene energía para caminar.
Rá bandera de ʼMonda pe̱ʼtsi hñu ya njätʼi.	La bandera de México tiene tres colores.
Bí ja ra sei ha ra nä.	Adela; xini, bí to̱ge ra bandera ha ra tʼähi.
Ra varista bi thogi mäxudi ʼnihi bi mä ge dä ma ra mfoxʼbe̱fi ya jäʼi ha ra ngunsadi.	El varista pasó en la madrugada para decir que la gente va a ir a la faena de la escuela.
Ra duksei bi zämi ʼna barri ra sei ga ndenthebe litro.	El rescatador de pulque retuvo un barril de pulque de cincuenta litros.
ʼBoni ndunthi ra ju̱ habu̱ bi ʼbogi ra baxa.	Está regado mucho frijol donde amontonaron la basura.
Ra baxa po̱ni ha ra deheju̱ni ʼmatsʼi ha ra de̱thä ʼmatʼi, umfu̱ ra tsʼu̱di.	El desperdicio que salga del agua de masa colada del maíz sancochado, dénselo al puerco.
Navidad.	Mäje̱ya ra ngo ga baxjua dá ʼbu̱itho ha mä ngu.
Hñuxa ri bayo ʼbu̱ gi ma tai.	Póngase su rebozo si va a la plaza.
Mä bayoʼme dí hu̱ ʼti ha mä xu̱tha bi kʼu̱gi ora ndi du̱ʼti rá ziʼbe ra ʼronjua.	Mi rebozo tejido, que me pongo en la espalda, se rompió en el momento en que apretaba la trama del ayate.
ʼBu̱i ya jäʼi ya bazu yá ʼye̱.	Hay personas que están velludas en las manos.
Dí pe̱ʼtsi ʼna ra tsatʼyo ra bazu.	Tengo un perro peludo.
Nu ya tʼu̱ka bazu tsatʼyo, kotuabi yá da nu yá xi.	A los perros pequeños pachones, el pelo les cubre los ojos.
ʼBu̱i ʼra ya däme ya bazumu̱i, ha ʼnehe ya ʼye̱.	Hay hombres que están velludos en la barriga y también en los brazos.
ʼNa ra pa bi fekägi ʼna mä tsanza, pe pa dá tsu̱di dá ambabi ʼna ra bädi pa dá pädi toʼo xkí bekägi.	Una vez me robaron mi camión, pero para encontrarlo le pregunté a un adivino para dar con el que me lo había robado.
Nunä ra ʼbe̱fi ga ntʼu̱ngi di bähi yá ua ʼna.	Con este trabajo que se hace en cuclillas se adormecen los pies.
ʼBu̱i ndunthi ya ʼño̱ho̱ xa nxadi ha nubye̱ ya bämhñä.	Hay muchos hombres que han estudiado y ahora son sabios.
Rá bänte ri thuhu maha gi faxki.	Por amor a tu nombre ven a ayudarme.
Hängu dí bäntebi, pe hingi yo rá mu̱i.	Tanto que le suplico, pero no se le enternece el corazón.
Dá handi ʼna ra ʼbe̱hñä ya pe̱ʼtsi ndunthi yá bätsi ha tobye̱ ra bäsbʼe̱hñä.	Vi una mujer.
Nuni ra ʼbe̱hñä ya pe̱ʼtsi ndunthi ya je̱ya ha tobye̱ ra bäsdänxu.	Aquella mujer ya tiene muchos años y todavía está fuerte físicamente.
Nuni ra ʼño̱ho̱ tobye̱ ra bäsjäʼi ha ya di hñeni de ya hmehño.	Aquel hombre todavía está joven y ya está enfermo de los riñones.
Stá nu ʼra ya jäʼi nuʼu̱ ya de mäyaʼbu̱ ha tobye̱ ya bätsañʼo̱ho̱.	He conocido a unas personas que son antiguas y todavía son hombres jóvenes.
Tʼenä ge ra kʼeñä hingi tede gaʼtho yá bätsi; mäde tsi.	Dicen que la víbora no cría a todos sus hijos, se come a la mitad.
Ya hingi ʼñe̱nga yá bätsi ha ra ngu ga nsadi koñʼä ndunthi.	Ya no caben los niños en las aulas de la escuela porque son muchos.
Rá bätsi ra nxubga di hñeni, hänge hingi ne dä ntsu̱.	La cría de la vaca está enferma, por eso no quiere mamar.
Ya jäʼi bätsi di ho dä ntso̱nte habu̱raza.	El gusto de las personas jóvenes es pasearse por dondequiera.
Tobye̱ dí bätsi, hange dí ne ga ma ra nguga nsadi.	Todavía estoy joven, por eso quiero ir a la escuela.
Tʼenä ge ya be ku̱tʼi ha ya ngu, ha ya dakate ʼyo ha ya ʼñu.	Dicen que los rateros entran en las casas, y los asaltantes andan en los caminos.
Tʼenä ge mäʼme̱tʼo mi ʼyo ya be mi taki ya neʼñu.	Dicen que antes andaban asaltantes que asaltaban a los viajeros.
ʼYobu̱ ʼna ra tʼu̱ʼnxi ya ra dängi ra beʼba.	Por ahí anda un cabrito ya grande que es ladrón de leche.
ʼBu̱i ya jäʼi di behe ʼna pa, ngeʼä njabu̱ ya nzäi.	Hay personas que ayunan un cierto día, porque así es su costumbre.
Cuaresma.	Ya pa ga behe jätsʼi ngu dä thogi Ndäpa.
Ga mabu̱ ʼna behe ga tso̱ñʼäʼi.	Voy por allá un viernes a visitarte.
Ra behe tʼo̱tʼe ga sabdo.	El ayuno lo hacen los sábados.
Xahmä gí beni ra kohi dá kohu̱ ra paʼä.	A ver si recuerdas el convenio en que quedamos ese día.
Ya dá beni te ga o̱tʼe.	Por fin pensé lo que voy a hacer.
Ri nänä beni ge gi nxadi, ha nege gi o̱tʼadondo tho.	Tu mamá cree que estás estudiando, y eso que nada más te haces el tonto.
Ya bätsi ho̱nda ra ntʼeni beni.	Los niños solo piensan en jugar.
Nu ya jäʼi di nxadi dä hoka ra ʼñethi bi beni hanja dä hyoki ra ñʼethi mpihi ko yá mo ra nanxa.	Las personas que hacen medicinas inventaron un método para sacar la penicilina de lo podrido de la naranja.
Mä nänä bi du; hingi tsa ga putʼi ha ma mfeni, xi ntsʼe̱di dí beni.	Desde que falleció mi mamá no puedo borrarla de mi mente; la extraño mucho.
Tʼixu, bense̱ nuʼä gi pe̱fi ha ra ku̱ni, himähyoni ga xiʼaʼi.	Hija, piensa por ti bentho misma lo que has de hacer en la cocina, no es necesario que te lo esté diciendo.
Tʼu̱, bense̱ ua xá ñho nuʼä gí o̱tʼe ua hinä, nubye̱ ya gí nti.	Hijo, medita por ti mismo si está bien lo que estás haciendo o no, ahora que ya te emborrachas.
Ra ʼyoskuela bi hoka ʼna ra kʼoi nuʼä bi bense̱.	El estudiante hizo un dibujo de algo que se imaginó.
Ra nsu uädri ya bense̱ nuʼä dä me̱fi ha ra uädri.	El jardinero ya sabe lo que ha de hacer en el jardín.
Mä fani dä tsiʼti ha xkí xanthe, kongeʼä bi bentya ʼna ra ʼye̱, nubye̱ nkʼu̱ntsʼi.	Abrevé mi caballo y había sudado, y con eso se venteó de una mano y ahora manquea.
Dí bentho näʼä ra paʼä dá ʼbe̱di mä bojä, ge mi nsabdo.	Nada más recuerdo el día que perdí mi dinero; fue un día sábado.
Bentho rá nänä ra tʼu̱nthfani, hänge mafi.	El becerro todavía extraña a su madre; por eso brama.
Ra ʼyoskuela gaʼtho bentho nuʼä bi sahni ha ra skuela.	El estudiante ha memorizado todo lo que le enseñan en la escuela.
Ra berro xi xa ku̱hi ga kʼani, ha ʼnehe ra ʼñethi, ʼnä.	El berro es sabroso guisado como el quelite, y también dicen que es medicina.
ʼBu̱ʼu̱ ya tsatʼyo ya bete, ngeʼä hingi fo̱ge pa dä ntsate.	Hay perros que son traicioneros, porque no ladran al atacar.
Ra jäʼi ra bete hingi zote, pete tho.	La persona traidora no habla, ataca a uno sorpresivamente.
Ya tsatʼyo ne dä za rá ʼñoui, pe nuʼä o̱tʼe di betʼe pa hinte dä tʼo̱tue.	Cuando los perros quieren morder a su compañero, lo que hace el otro es acobardarse para no ser agredido.
Dá tsu̱hni ha mä huähi ʼra ya bexa xkí yu̱tʼi.	Encontré en mi milpa que unas borregas se habían metido.
Dä ma ʼna toʼo pädi dä ñäui ya mbo̱ho̱, nuga te dä me̱ki, ngu drá bexa.	Que vaya con los jefes alguien que sepa hablar; yo, ¿para qué sirvo?, no sé expresarme.
Ho̱nse̱ ndí xei ʼna ra otsi ko ra ʼbu̱hu̱ , kongeʼä bi bo̱ho̱ ʼna ra bexiga ha mä ʼye̱.	Solamente estaba escarbando una cepa con una barreta, y por eso me salió una ampolla en la palma de la mano.
Ra ma di be̱xo gaʼtho nuʼä pa, ngu ra ñʼi, ra dädiʼmaxi.	El vendedor pesa todo lo que vende, como los picantes y los jitomates.
Nubye̱ ra bojä ga be̱xo ra tʼu̱ki ʼne huxa rá kʼoi ʼna ra jäʼi.	Ahora la moneda de a peso es chica y tiene la imagen de una persona.
Ko rá be̱xo ra tsʼu̱di ʼutsi ra hai.	Con su trompa el marrano escarba la tierra.
B de la raíz.	Mände bi mfaʼyo ra Xuua nu mí ma ra ʼbeni rá nänä.
Bi ra hai ntsʼe̱di ¡ai zidada!.	La tierra está temblando fuerte, ¡ay Dios!.
Mände ma xa tho mä däme ha xi ndí bi ko ra ntsu ha tobye̱ dí bi.	Ayer iban a matar a mi esposo, y hasta temblaba de miedo, y todavía tiemblo.
Bí xofo ya jäʼi ha rá huähi ra.	Xuua.
Bido (Bido).	Bidho (balneario cerca de Tasquillo) Ha ra nsaha Bido, ra dehe nixi ntsʼe̱ xa pa, ha ni xa tse̱.
Mä zi bindo ndämfri ra tʼaxi ko ra mboi.	Mi vaquita pinta es blanca y negra.
ʼBu̱i ra ndämfri ha ra jäʼi ya bindode.	Hay reses y personas de frente pinta.
Ra de̱thä dá potʼi mähye̱gi ko ra bindoju̱.	Sembré el maíz junto con el frijol pinto.
Ha ra xäntho̱ ʼyo ra bindozate.	El tigre anda en la sierra.
Mände dá mipabi rá nxutsi ra ʼnangu ha nubye̱ ya di bistho häʼmu̱ dä tsʼontkagi ha ra tsʼu̱tbi.	Ayer agarré a la muchacha del vecino, y ahora estoy preocupado de cuándo me va a citar en el juzgado.
Bitehe (Bitehe).	Vitejé (ranchería de Huichapan) ʼBu̱i ngu gohonthebe ya jäʼi nuni Bitehe.
Bithi (Bíthi).	El Mezquital (barrio de Santiago de Anaya) Ya ʼbotʼi ga de̱thä nuni Bithi bi tsʼoki ngeʼtho bi zo ra zuʼue.
Ra biʼthä bi ehe de ra tsʼomfeni, hänge mähyoni dä feni ho̱nse̱ nuʼä xá ñho, o de.	Ajuä.
Rá bo ra ʼuada xa ñʼu, geʼä dri thu.	El quiote de maguey que está dulce es el que hornean.
Ko rá boʼbahi dá hoki ʼna ra njokdoʼyo.	Con el corazón de la palma hice una escobeta para limpiar el comal.
Bi tʼaki ʼna ra mpu̱ʼtsi ha mä de, ha kongeʼä bi bo̱ho̱ ʼna ra bodoki.	Me dieron un puñetazo en la frente y con eso me salió un chipote.
Ra ʼme̱i ntʼe̱i dá hokua ʼra ya bodoki ha ra ñäni, pa dä ziʼti.	Le hice unos nudos en la punta al chicote de yunta para que duela.
Ha rá gosthi nijä ʼbai ʼna ra kʼani nthoki ko ya ʼye̱ ga bohai.	En la puerta de la iglesia está un arco adornado con pencas de cucharilla.
Ra boi ya hingi ʼñoui ya nxubga.	El buey ya no se encela con las vacas.
Tʼenä ge ya boi mänʼa o yá tsʼe̱di de ge ya idro.	Dicen que los toros castrados tienen más fuerzas que los enteros.
Tʼenä ge ra tsʼondähi di jame̱ti ra bojä tʼagi.	Dicen que el diablo se adueña del dinero enterrado.
Ra meni di bola nu ya dutu xá ntsʼo ʼne pa ʼme̱fa dä meni.	La lavandera envuelve la ropa que está sucia para después lavarla.
Ya me̱fi ya di bola ya gavilla ga hogä ndäpo.	Los peones ya están amontonando las gavillas de alfalfa.
Nu ra bola ndí ʼñeñhe bi gä rá ndähi.	El balón con el que jugábamos se desinfló.
Ra ʼñei enä ge o ʼna ra bola ha mä mu̱i.	El médico dice que tengo un tumor en el estómago.
Dí ne ʼra ya zi ʼye̱ gi bʼahagi pa ga u̱tʼi ha mä ngu.	Quiero que me regales unos bracitos para plantarlos en mi casa.
Mä mu̱di bongʼbe̱to tobye̱ dá handi bi nthäti.	Yo vi cuando se casó mi primer bisnieto.
Mä dada tobye̱ bi hyandi rá nxuʼbe̱to, pe rá bongxu ya hina.	Mi papá todavía vio a su nieta, pero a su bisnieta ya no.
Ra bopo ya ʼbai ga za ranʼañʼo ya ku̱hu̱.	La trementina de los árboles es de diferentes colores.
Ha rá ñäni ra huähi dí hoki ya bordo pa ga u̱tʼi ya ʼuada.	Estoy formando bordos en las orillas de la milpa para plantar magueyes.
Ya dí naʼtsi ya bordo ha ra ju̱the, pa ga ʼñunga ra de̱thä.	Ya estoy atravesando represas en la zanja para regar la siembra de maíz.
Rá dutu ra ʼyafi xa bostʼi ko ra tʼafi.	La ropa del tlachiquero está enmugrada con aguamiel.
Mä tʼu̱ xa bostʼi rá hmi ko ya nxanthe.	La cara de mi hijo está mugrosa por el sudor.
Mi mbaxjua dá ho ʼna ra tʼäxi ʼne dá pu̱ntʼi ra bota.	En la navidad maté un chivo y le quité la piel para hacer una bota.
Dá ma ra tsʼosei; de mäʼñu bi fege ra botansei, pe dá coti co ra xibo.	Fui a trajinar el pulque y en el camino empezó a gotear mi cuero de pulque, pero lo tapé con corazón de zacate.
Xá ñʼu̱ mä botʼua ko rá nzabi ra hneʼñu.	Me duelen las pantorrillas por la caminate.
Ra boxi geʼä ra relo ra hyoya.	El gallo es el reloj del pobre.
Ra.	Xuua geʼä mä boxi.
Nzäntho dí tsogi mo̱te mä juai, hänge ya bi boxjua ko ra xaha.	Siempre dejo afuera mi cuchillo, por eso ya se oxidó por el rocío.
Ra boʼta ora do̱ni, ngeʼä ya bi ñätsʼi.	Cuando florece el quiote de maguey es cuando ya llegó a la madurez.
Xa ntʼe̱ta mä xida ko ya bo̱da.	Mis pestañas están pegadas por las lagañas.
Tsu̱ki ya bo̱da; hingi tsa ga handi ra hyatsʼi.	Se me pegó una enfermedad de los ojos y me molesta la luz.
Ra bo̱gu ra kʼastʼi ha xá nju.	La cerilla es amarilla y amarga.
Ra tsʼu̱di di nxaha ha po ra bo̱hai.	El cerdo se baña en fango encharcado.
Mänxui bi ʼñuni ra huähi ha nubye̱ xi ja ra bo̱hai.	La milpa se regó anoche y ahora es puro cieno.
Ra gosthi de mä ngu ga bo̱jä.	La puerta de mi casa es de fierro.
Dá tai ʼna mä bo̱jä pa ra nthengado.	Compré un camión para acarrear materiales.
Dí pe̱ʼtsi ʼna ra tsatʼyo, xi ra bo̱ka.	Tengo un perro muy bravo.
