Tsanas 4,29,¿nenoabi iamax jaonoax bekanabomein iki non jeman ja jonibo?,¿los habitantes de nuestra comunidad son oriundos o han venido de otros lugares?
Tsanas 4,30,¿min jemaki jene bexon mapoai iki?,¿en época de creciente tu comunidad se inunda?
Tsanas 4,31,"yoita yokatabo ninkaxon yoiya pekao, bakebaon mesko shinanbo yoiyai ninkawe","responde todo lo que se te ha preguntado,"
Tsanas 4,32,bakebo jan teeti kirikainoa pei tsekaxon meniwe,arranca la hoja del libro y entrégasela a los niños  para que trabajen
Tsanas 4,33,jainxon jato yoiwe jaskaxon tee ati,luego explícales cómo deben trabajar
Tsanas 4,34,¿jawekeska jisarin min jema?,¿cómo es tu comunidad?
Tsanas 4,35,ribojobo tsekaxon min jemakeskakin taxnanwe,saca los dibujos y pégalos como te parece que es tu comunidad
Tsanas 4,36,ja ribojo maxkatabora min tsekai ja tee ati yoiyai pei ikainkonia ati,debes sacar esos dibujos que faltan de la hoja indicada del libro
Tsanas 4,37,senentiain jaskaakin tee akanabo yoimawe,"finalmente, haz que expliquen  la tarea realizada."
Tsanas 4,38,¿jawekeskararin min jema?,¿cómo es tu comunidad?
Tsanas 4,39,ribojobo bixon min jema jisakin taxnanwe,coge los dibujos y pégalos como te parece que es tu comunidad
Tsanas 4,40,non jemanxon tee atibo,los trabajos de nuestra comunidad
Tsanas 4,41,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor debe realizar la tarea con los niños
Tsanas 4,42,westiora ani kirikain non jemanxon itan wetsa jemankoxon mesko tee akanaibo ribojanxon bewe,en una hoja grande dibuja las tareas que realizan en tu comunidad y en comunidades vecinas y tráela
Tsanas 4,43,"jatibi bakebo jeman pikomaxon ja ribojo min beabo axeti xobo chitemeranbi joneai, moa axon jato yoiyai, axeti xobonko jikixon ribojo jonea merakanwe","saca a todos los niños fuera del aula y esconde en el aula los dibujos que has traído, una vez hecho esto diles que encuentren los dibujos escondidos."
Tsanas 4,44,jato yakakinxon ja ribojo meraa bakebo yokapakeai neskakin,una vez que los niños estén sentados
Tsanas 4,45,westiora,pídeles
Tsanas 4,46,westiorabo pikoxon jabe raenanaibo yoiti,uno por uno
Tsanas 4,47,ja ribojomeranki jawe aki ikanai,a los niños que han encontrado los dibujos que salgan al frente y expliquen lo que se hace en la comunidad según el dibujo que les ha tocado
Tsanas 4,48,ja pekao bakebo yokawe,ahora pregúntales a los niños
Tsanas 4,49,¿jaweboki maton ribojomeran oina?,¿qué han visto en el dibujo?
Tsanas 4,50,¿ja joniboki jawe aki iki?,¿qué están haciendo los hombres?
Tsanas 4,51,¿ribojomeranki tsoa jonibo iki?,¿a qué personas han encontrado en el dibujo?
Tsanas 4,52,¿jaweranoa joniborin?,¿de dónde son los hombres?
Tsanas 4,53,¿jatixonbiki ja jisa teebires akanai?,¿todos realizan el mismo trabajo?
Tsanas 4,54,¿jawe teeboribiki min jemankoxon akanai?,¿qué otros trabajos realizan en tu comunidad?
Tsanas 4,55,"bakebo kimisha tsama imawe ja tsamatibi mesko ribojobo jato meniwe, yoiwe meskotibo joni ikanon, jawerato ribojoki jato iti yoiyai ribojonin ja tee aki ikanai mawakanti, oroti, matsoti imax rikani, moa jonii iki senenkana pekao, ja tsamabaon yoikanai jaskati jonii ikanabo","separa a los niños grupos de tres y reparte los dibujos a cada grupo, diles que imiten los trabajos que realizan los hombres en cada dibujo, cultivando, barriendo o pescando, una vez que terminen de jugar, los niños deben explicar todo lo que han imitado."
Tsanas 4,56,"tee peokanamabi jakiribi jato ribojobo oinmaxon jato shinankinwe jawe teeboki non jemanxon itan wetsa jonibaon teebo akai, jainxon jato yokabo awe neskakin, ¿nato ribojoninki jawe noa onanmai?, ¿jawe teebo akimein ikanai?, ¿nato teeboriki non jemankoxon akai?, ¿nonribiki nato tee atiki?","antes de hacer la tarea muéstrales, nuevamente,  los dibujos a todos y piensen qué trabajos se realizan en nuestra comunidad y en comunidades vecinas y después pregúntales esto: ¿qué nos está mostrando este dibujo?, ¿qué trabajos se están realizando?, ¿trabajos similares también se realizan en nuestra comunidad? ¿nosotros también podemos realizarlos?"
Tsanas 4,57,"bakebo shinanbo ninkata pekao, jan teeti kirika menixon jaskakin tee ati yoiwe ja chibankin ati kopi, ¿jawe teeboki min jemanxon akanai? ribojobo oinxon jabores sikawe","después de hacer una reflexión con los niños, entrégales el libro y diles que hagan la tarea según su guía, ¿qué trabajos realizan en tu comunidad? viendo los dibujos, coloréalos."
Tsanas 4,58,xobon kaxon rama min anibo yokawe,"al llegar a tu casa, pregúntale a tus padres"
Tsanas 4,59,¿jawerato teeboki min jeman akaibo iki?,¿qué trabajos realizan en tu comunidad?
Tsanas 4,60,yoyo iwe min jeman tee akaiboki,discute acerca de los trabajos que se realizan en tu comunidad
Tsanas 4,61,jainxon ribojobo oinxon sikawe,luego compáralos y coloréalos
Tsanas 4,62,jane,nombre
Tsanas 4,63,non rarebobo,nuestros parientes
Tsanas 4,64,axeamisnin bakebo betan jaskaaxon tee atibo yoiya,orientación para el profesor para realizar la tarea con los niños
Tsanas 4,65,westiora yosibetan yoyo iwe,conversa con un anciano de la comunidad
Tsanas 4,66,axeti xobonko meraxon bakebo akini jonon,invítale para que venga al aula a compartir su conocimiento
Tsanas 4,67,westiora ani kirikain ribojanxon bewe natobo,dibújalos en una hoja grande y tráelos
Tsanas 4,68,tita,mamá
Tsanas 4,69,papa,papá
Tsanas 4,70,bake ainbo itan benbo,hija e hijo
Tsanas 4,71,bake ainbo,hija
Tsanas 4,72,bake benbo,hijo
Tsanas 4,73,yoxan,abuela
Tsanas 4,74,yosi,abuelo
Tsanas 4,75,tita,mama
Tsanas 4,76,papa,papa
Tsanas 4,77,kimisha bake ainbo,tres hijas
Tsanas 4,78,bake ainbo itan bake benbo,hija e hijo
Tsanas 4,79,epa,tío
Tsanas 4,80,bakebo,hijos
Tsanas 4,81,wata,tía
Tsanas 4,82,yosin bakebo yoiyai tsoaborin non rarebobo,el abuelo explica a los niños quiénes son nuestros parientes
Tsanas 4,83,yosin bakebo eseai non rareboki,el abuelo reflexiona con los niños sobre la importancia de la familia
Tsanas 4,84,"non rarebobo iki neskara janeyabo yoxan, yosi, epa, wata, chio, chipi, nachi","nosotros identificamos a nuestra familia según  cómo los llamamos: abuela, abuelo, tío, tía (hermana de mamá), hermano (menor), hermana, tía (hermana de papá)"
Tsanas 4,85,"japekao bakebo yokatai tsobetan jaarin ixon yoiti, moa yosin yoiya nikaxon onana pekao yokawe jawe janeborin, rama ja kirikanin non rarebobo ribojana taxnanxon jato yokawe jawe janeborin","después, se les pregunta a los niños con qué miembros de la familia viven en su hogar, después de la explicación del abuelo, pega los dibujos en  el libro y pregúntales cómo se llaman los miembros de su familia que han dibujado y pegado."
Tsanas 4,86,¿tsoaboki maton nato ribojomeran oinai?,¿a qué miembros de tu familia encontraste?
Tsanas 4,87,¿mibe jaa min rarebobo janepaketa?,menciona los miembros de la familia que integran tu hogar
Tsanas 4,88,¿jaonoboki min rarebobo jaa?,¿dónde viven tus parientes?
Tsanas 4,89,¿jawerato jemankoboki min rarebobo jaa?,¿en qué otras comunidades viven tus parientes?
Tsanas 4,90,¿tsoabobetanki min xobon mia jaa?,¿con quiénes vives en tu hogar?
Tsanas 4,91,bakebaon shinanbo yoiyai ninkawe,escucha lo que dicen los niños
Tsanas 4,92,bakebo rabebo pikomaxon jaton rarebobaon jane yoimawe,saca de dos en dos a los niños y haz que expliquen quiénes integran su familia
Tsanas 4,93,axeamisnin bakebo eseai,el profesor reflexiona con los niños
Tsanas 4,94,non rarebobo janerestima,hay mantener el respetar con la familia
Tsanas 4,95,"jan teeti kirika menixon jaskaxon tee ati yoiwe, ¿tsoabobetanki mia jaa? ribojo oinxon tsoa min rareboki maxkata jabo ribojanwe","antes de entregarles el libro, explícales cómo deben hacer la tarea, ¿con quiénes vives? si dentro de los dibujos del libro no se encuentra uno de los integrantes de tu hogar, dibújalo."
Tsanas 4,96,¿tsoabobetanki mia jaa? ribojo oinxon tsoa min rareboki maxkata jabo ribojanwe,"¿con quiénes vives? si dentro de los dibujos del libro no se encuentra uno de los integrantes de tu hogar, dibújalo."
Tsanas 4,97,nokon jane,mi nombre
Tsanas 4,98,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica cómo deben realizar los niños la tarea
Tsanas 4,99,nato tee anoxon bakebaon papabo yokawe jawen baken jane,"para realizar esta tarea, los niños preguntan a sus padres los nombres de sus demás hijos."
Tsanas 4,100,janeoma iketian papabo esewe bake non join janeti,"si no tuvieran un nombre en shipibo, haz que le pongan uno."
Tsanas 4,101,bakebo shinamawe ja joi seneantibo,haz que los niños cumplan con la tarea
Tsanas 4,102,"bakebo jeman pikokinxon torokin yakakinwe, jaton akamabi minpari min jane yoiwe","saca a los niños del aula y siéntalos en círculo en el patio, antes de que ellos lo hagan, tú di primero tu nombre."
Tsanas 4,103,japekao jaton janebo yokapakewe,"después, pregúntales a cada uno su nombre"
Tsanas 4,104,non join janeoma iketian jawen nawan jane,"si no tuviera su nombre en shipibo, que lo diga en español."
Tsanas 4,105,bakebo nato yokabo westiorabo awe:,"niños, respondan cada pregunta:"
Tsanas 4,106,¿miaki non janeya iki?,¿tienes tu nombre en shipibo?
Tsanas 4,107,¿jaweki ikarin min jane?,¿qué significado tiene tu nombre?
Tsanas 4,108,¿jawerin min jane?,¿entonces cómo te llamas?
Tsanas 4,109,"¿tson mia non join jane meniarin?, ¿min kenrin non join janenshaman mia janekanti? rama axeamisnin bakebo yoiyai: shipibo bakebo ikaxra noa non join janeya iti jake, non join janen janetai jan kenanankantikopi, nato non join janebora mesko yoina, niwe, bari itan wetsa jawekininboribi noa janetabo iki","¿quién te puso ese nombre?, ¿te gusta que te digan tu nombre en shipibo? ahora el profesor explica a los niños: siendo niños shipibos, tenemos que tener nuestro nombre en shipibo,  para que nos llamen por nuestro nombre en shipibo, estos nombres que nos dan están inspirados en animales, el viento, el sol y entre otras cosas con las que nos llaman a nosotros."
Tsanas 4,110,shipibo joni ikax noa non join janeya iti iki,"siendo shipibos, estamos obligados a tener un nombre en shipibo"
Tsanas 4,111,rama bakebo kirika pei tsekaxon meniwe,ahora arranca una hoja del libro y entrégasela a los niños
Tsanas 4,112,jainxon jato yoiwe jaskaxon tee ati,y explícales cómo deben realizar la tarea
Tsanas 4,113,"kirika xatexon katowe, jainxon min non join jane wishawe, ja pekao metsaakin raoaxon yomaman nexaxon axeti xobonko paninwe","corta el papel y dóblalo, luego escribe tu nombre en shipibo, y después adórnalo bonito; amarrándolo con el hilo cuélgalo en tu aula."
Tsanas 4,114,"jainxon westiorabaon yoiyai jaskaaxon tee akanabo, shinamekanai jaton non join janeki",luego cada alumno cuenta como ha elaborado su trabajo y luego reflexionan sobre la importancia de sus nombres en shipibo.
Tsanas 4,115,xobon kaxon jaton papabo yokatai jaton non join jane,al volver a casa preguntan a sus padres sobre sus nombres en shipibo
Tsanas 4,116,"kirika katoxon axeamisnin akinaton min jane wishawe, jainxon kirika pakex tonkoaxon jane natanki raoaxon yomaman nexaxon axeti xobonko paninwe","con la hoja doblada, ayudado por el profesor, escribe tu nombre; luego, coloréalo, adórnalo, amárralo con el hilo y cuélgalo en tu aula."
Tsanas 4,117,ainbo imax benbo bakerin mia ixon onanti itan jaweki mia janetarin yoiwe,"para que identifiquen su género, además, explicar el significado de su nombre."
Tsanas 4,118,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,tarea que deben realizar los niños con la ayuda del profesor
Tsanas 4,119,"nato tee anoxon bakebaon tita betan yoyo iwe, axeti xobonko joti jato chaniwe, yoiwe jokin beti natobo: chopa ritas itan mesko jisabo, yoman, xomox, besteti, panchabero itan wiso xopo yoman","para realizar este trabajo, los niños conversan con sus mamás para que ellas vengan al aula, y que traigan lo siguiente: retazos de trapo, tijeras, semillas de leucena y lana negra."
Tsanas 4,120,axeamisnin icha paranta pei choshi beti jake,el profesor deberá traer muchas hojas secas de plátano
Tsanas 4,121,bakebo jawen tibabetan torokin yakakinxon jato yoiyai ramara non chopa joniakanai titanra noa akinai,los niños se sientan junto a sus madres y ellas les dicen que van a preparar un muñeco de trapo con ayuda de sus madres
Tsanas 4,122,jaskakin tee ati jato yoiyai,cómo realizar el trabajo
Tsanas 4,123,titan chopa xate katoxon rabe chopa pikoai,"la mamá dobla la tela, la corta y consigue dos telas."
Tsanas 4,124,"ja chopa xateain rapisnin westiora joni jisaakin ribojanai, ainbo iketian ainbo ribojanai, benbo iketian benbo akai","en la tela cortada con el lápiz dibuja a una persona; si es mujer, que dibuje una mujer, si es varón, que dibuje a un varón."
Tsanas 4,125,ja joni ribojana katekin xatexon kexeai xaba jeneai jain bakebaon paranta pei niakantikopi,"una vez dibujado el hombre, corten alrededor del dibujo, luego cósanlo dejando una abertura para que los niños puedan meter las hojas secas de plátano."
Tsanas 4,126,baken paranta pei choshi jain napotai bochoai kaman,el niño mete las hojas secas de plátano hasta llenarlo
Tsanas 4,127,moa aka pikoke chopa joni,ahora ya está listo el muñeco de trapo
Tsanas 4,128,titan jan napota xaba kexekin xepoai,la mama termina de coser la abertura
Tsanas 4,129,baken pancha bero taxnanxon axonai jawen kexa itan jawen rekin,con las semillas de leucena
Tsanas 4,130,jonin bemanakeska banetiakin,el niño pega su boca y su oreja para que quede listo el rostro del muñeco
Tsanas 4,131,titan xopo yoman boo axonai,la mamá le prepara el cabello con la lana
Tsanas 4,132,bakebaon titan akinaton jawen chopa axonai,"con la ayuda de las mamás de los niños, se les prepara sus ropas"
Tsanas 4,133,(ainbo iamax benbon saweti),(vestido de mujer o de varón)
Tsanas 4,134,"senentian bakebaon jaskati texon chopa joniakanabo yoikanai, ja pekao ja chopa joniakana jaton jane wishati yoiwe, ja chosko baritiayabo axeamisnin akinai","finalmente, los niños explican cómo han elaborado los muñecos; luego, diles que escriban sus nombres en los muñecos; los niños que tengan cuatro años son ayudados por el profesor."
Tsanas 4,135,"senentiain jan teeti kirika menixon jaskaakin ati yoiwe, ribojobo oinwe, ainbo iamax benborin mia ixon, rama ribojo tsekaxon jakon akin joyonkin taxnanwe, jainxon min jane yoiwe itan jaki mia janeta","finalmente, entrégales el cuaderno de tareas y explícales cómo deben realizarla, mirando los dibujos, si eres niña o niño; recorta el dibujo y pégalo en orden; luego di tu nombre y su significado."
Tsanas 4,136,"mia jisa ribojana bixon jakon akin joyonkin taxnanwe, jainxon jaki mia janeta yoiwe","saca el dibujo que has elaborado parecido a ti, ordénalo bonito y pégalo, luego explica el significado de tu nombre."
Tsanas 4,137,jeman jaxon ina ati yoinabo,los animales que crían en tu comunidad
Tsanas 4,138,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,indicaciones de trabajo que deberá seguir el maestro con los niños
Tsanas 4,139,mapo mein iamax xetin mai meinxon axeti xobonko bewe,traer al aula greda preparada o barro pegajoso
Tsanas 4,140,bakebo jema natankin iwewe mesko yoinabo jato oinmawe,"recorre la comunidad con los niños, haz que miren todo tipo de animales"
Tsanas 4,141,bakebo jiwi naman iamax yobin nia naman iwexon mesko yoinabo jaskati keotai itan niaibo jato mawakinwe,métete con los niños debajo de un árbol o llévalos debajo de árboles frutales y escuchen e imiten los sonidos de los pájaros tanto los que están arriba como los que están abajo
Tsanas 4,142,axeti xobonko jikixon mesko yokabo jato awe:,"al llegar al aula, hazles muchas preguntas:"
Tsanas 4,143,¿jawe yoinaboki non oina?,¿qué animales hemos visto?
Tsanas 4,144,¿jatibi yoinabomein non inaati atipanke?,¿creen que podemos domesticar a todos los animales?
Tsanas 4,145,¿jawe yoinabobichoki non inaati iki?,¿qué animales nomás podemos domesticar?
Tsanas 4,146,¿jawe yoinaboki min xobonkoxon inaakai?,¿qué animales domesticas en tu casa?
Tsanas 4,147,"rama min jan tee ati bea jawekibo tsamanxon bakebo oinmawe, jato yakati yoiwe, rama mapo mein iamax mai xetin pakexbo meniwe jainxon yoiwe mesko yoinabo mapokan pikoti, oinmawe, moa akin seneanxon jemaori tsamanai, bariankin jaton teebo aka bariankax manakanaikaman, kirikain yoinabo pabikioma, jinaoma, beroma, taeoma ribojanxon meniwe","ahora muéstrale a los niños todo lo que has traído para hacer; diles que se sienten; ahora repárteles a cada niño su pedazo de greda o barro pegajoso; luego diles que formen con el barro los diferentes animales que han visto; luego, al terminar de formarlos, que los saquen para afuera y que los cuiden hasta que se soleen bien; en el cuaderno dibuja animales que no tengan orejas, colas, ojos, pies y entrégaselos."
Tsanas 4,148,bakebaon jaton tee akabo jato onamai,los niños explican el trabajo realizado
Tsanas 4,149,"axeamisnin jato yoiyai, yoinabo noiti ramiarestima, jatixonbi koiranti, jawekiamati jabaonribi noa koiranai itan akinaikopi","el maestro les explica, amar a los animales, no lastimarlos, cuidarlos entre todos, darles comida, porque ellos también nos ayudan y nos cuidan."
Tsanas 4,150,"senentian kirika tsekaxon jato meniwe, jeman jaxon jaa inaati yoinabo onanxon tee awe","finalmente, arranca la hoja del cuaderno y entrégaselos, si vives en la comunidad, identifica a los animales que viven allí y haz la tarea."
Tsanas 4,151,"yoinabo ribojana oinxon jawen tekibo tsekaxon taxnanwe, jainxon yoinabaon jane","después de identificar a los animales dibujados, saca cada una de sus partes y pégalas; luego di el nombre de cada animal."
Tsanas 4,152,yoiwe,di
Tsanas 4,153,"tee seneaxon taxnanti jato yoiwe, jainxon westiora bake yoimawe jaskaxon teeakanabo","una vez terminada la tarea, diles que las peguen. luego, un niño debe explicar cómo ha realizado el trabajo."
Tsanas 4,154,jeman jaxon jaa inaati yoinabo onanxon tee awe,"si vives en la comunidad, realiza tu trabajo identificando a los animales que crían."
Tsanas 4,155,"yoinabo ribojana oinxon jawe tekibo tsekaxon taxnanwe, jainxon yoinabaon janeyoiwe","pega en tu cuaderno los animales que has sacado; viéndolos, pega cada una de sus partes; luego di el nombre de cada animal."
Tsanas 4,156,wasten raometi,curación con piri-piri
Tsanas 4,157,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor indica cómo deben realizar las tareas los niños
Tsanas 4,158,"axeamisnin mesko peibo axeti xobonko beti: taya, waste, mankoa, waxmen itan pionis peibo","el profesor debe traer al aula diferentes hojas de plantas: taya, piri-piri, mango, algodón, piñón."
Tsanas 4,159,yosi benabaixon jabe joi seneanwe jaiba merati kanoxon,busca al anciano de la comunidad y coordina para luego llevar a los niños
Tsanas 4,160,"bakebo mesko esebo shinakinwe, yosiba merati kakin imax kaxon seneantibo",el profesor reflexiona diferentes ideas con los niños antes de ir a visitar al anciano para realizar el trabajo
Tsanas 4,161,yosin jato iweai jawen mechawaste itan taya bana ikainko; jainxon jato yoiyai jaskatax raometi mecha itikopi,el anciano les lleva a reconocer en su sembrío el piri-piri de la buena pesca y la planta taya; luego les explica la manera de la curación para ser un buen pescador.
Tsanas 4,162,yosin waxmen onpaxan mechaxon westiora bake benbo paranshoko raonai,el anciano remoja el algodón con agua simulando hacer una curación y trata a un niño
Tsanas 4,163,jaskakin non anibobaon tayan jato raonpaokatikanai oimanoxon mecha iti kopi,para que sepan cómo antiguamente curaban a sus hijos para que sean buenos pescadores
Tsanas 4,164,axemisnin bakebo axeti xobo meranxon mesko yokabo akai,el profesor realiza distintas preguntas  a los alumnos en el aula
Tsanas 4,165,¿yosinki mia jawe yoiya?,¿qué te contó el anciano?
Tsanas 4,166,¿jawekeska jisarin ja waste?,¿cómo es el piri-piri?
Tsanas 4,167,¿jawekeskatax mecha itirin?,¿qué hacer para ser un buen pescador?
Tsanas 4,168,¿minki moabi onana iki mecha inox jaskati raometi?,¿sabías desde antes cómo curarse para ser un buen pescador?
Tsanas 4,169,"¿jawenki mecha inox mia raonmeti iki? mesko peibo bea bakebo oimai, jainxon jato yokatai jawerato peimein iki jan mechanonox raometi iki ixon",¿con qué te puedes curar para ser un buen pescador? el profesor trae diferentes plantas y les pregunta a los niños cuál de las platas sirve para ser un buen pescador.
Tsanas 4,170,bakebo rabe tsama imaxon jato bebon ja peibo tsamaxon jato katomawe,agrupa a los niños en parejas y haz que ellos escojan las plantas
Tsanas 4,171,westiora tsamakanra jan raonmeti peibores katotai,un grupo selecciona solamente para la curación
Tsanas 4,172,wetsanra jan raometimabo akai,otro grupo selecciona plantas que no sirven para la curación
Tsanas 4,173,jaskara peibo katotai akin tsinimawe,hazles jugar con las hojas que han seleccionado
Tsanas 4,174,bakebaon jaton shinanbo yoikanai ninkawe,escucha la explicación que dicen los niños
Tsanas 4,175,"senentian jan teeti kirika pei tsekaxon bakebo meniwe, mechanox jaskati wasten raometi ribojana oinxon ja ribojobo xatepakexon jakon akin joyonkin taxnanwe","finalmente, arranca la hoja de trabajo y entrégasela a los niños para que viendo los dibujos que contienen de cómo curarse para ser buen pescador, recorten los dibujos, los coloreen, los peguen ordenadamente."
Tsanas 4,176,jaskatax mechati yosin yoiya shinanxon ribojobo jakon akin joyonkin taxnanwe,piensa en todo lo que ha dicho el anciano para ser un buen pescador y pega los dibujos ordenadamente
Tsanas 4,177,jan yapa yomerati,materiales de pesca
Tsanas 4,178,axeamisnin jaskaaxon bakebo betan tee atibo yoiya,el profesor explica a los niños cómo deben realizar los trabajos
Tsanas 4,179,"nato tee awe bakebobetan jeman pikoxon, toromaxon jato yoiwe jaskati tsiniti, joneta merati, rabe tsama ikanwe, pichika bake anichabo katokokanwe, jatiribibo manatai, rama shoro ikai ninkatax ja pichika bake joneta benaxon merati yoiwe, tsonpariki merai ja joneta bake yoiwe chankati xaba napo, jainxon japekao jan mera bake chankamawe, jainxon yokawe tsoarin mipekao chankata akin, jaskati jatibi bakebo tsiniti iki","realiza este trabajo junto con los niños saliendo a la comunidad, agrúpalos y diles cómo deben jugar a las escondidas en grupos de a dos. escoge a los cinco niños más grandes y que los otros esperen. ahora diles que cuando escuchen el silbato que  encuentren a los niños se han escondido. el que encuentre primero al niño escondido, debe decirle que salga y que se quede parado. luego, el niño debe quedarse parado detrás del niño que lo encontró. luego, pregúntale quién está parado detrás de ti. de esa manera, juegan todos los niños."
Tsanas 4,180,"bakebo ribojanxo oinmawe, jaskaakin papan jan yomeratibo boai yomerai kakin",dibuja y hazles ver a los niños los materiales de pesca que utiliza papá cuando va de pesca.
Tsanas 4,181,bakebo yokabo awe,pregúntales a los niños
Tsanas 4,182,¿jaweakirin joni ja ribojomeran?,¿qué está haciendo el hombre en este dibujo?
Tsanas 4,183,¿jaweranoki jan yomeratibo itina?,¿dónde están los materiales de pesca?
Tsanas 4,184,¿yoikanwe jain pia itan mishkiti itina?,digan dónde están la flecha y el anzuelo
Tsanas 4,185,westiorabo pikoxon yoikanai ja ribojo ikainko oinabo,uno por uno salen y explican lo que ven en el dibujo
Tsanas 4,186,rama benbo bakebo pia meniwe,ahora dales la flecha a los niños
Tsanas 4,187,ainbobo pirotaya toroti yakanon yoiwe,diles a las niñas que se sienten en círculo con la pelota
Tsanas 4,188,jawetianki en westiorakin meken tash akai,cuando yo aplauda con las manos
Tsanas 4,189,jatianra benbo bakebaon pia jato bebon rakanai,los varones ponen sus flechas delante de ellos
Tsanas 4,190,aibobaonbirira pirota jato pekao rakanai,en cambio las mujeres ponen su pelota detrás de ellas
Tsanas 4,191,jaweratoboki benotai jabora tantiai,los que se equivoquen en el juego irán saliendo
Tsanas 4,192,neskati tsinikanai 5 pichika baritiayabo,así juegan los niños de cinco años
Tsanas 4,193,ainbobo ikainko pirota jato bebon rakanketian benbobaon pia jatopekao rakanai,las mujeres ponen la pelota delante de ellas y los varones ponen la flecha detrás de ellos
Tsanas 4,194,4 baritiaya bakebaon akai jawerato jan yomeratiboki bochiki min oinai torokan xepowe,los niños de cuatro años identifican los materiales de pesca y los encierran en círculo
